ANO_APLICACAO;CO_POSICAO;SG_AREA;CO_ITEM;TX_GABARITO;CO_HABILIDADE;IN_ITEM_ABAN;TX_MOTIVO_ABAN;NU_PARAM_A;NU_PARAM_B;NU_PARAM_C;TX_COR;CO_PROVA;TP_LINGUA;IN_ITEM_ADAPTADO;TP_VERSAO_DIGITAL;TP_APLICACAO;REF_ARQUIVO_PDF;DESC_ENUNCIADO;DESC_ALTER_A;DESC_ALTER_B;DESC_ALTER_C;DESC_ALTER_D;DESC_ALTER_E;IN_ITEM_IMAGEM
2020;158;MT;77429;E;25;0;;1.15609;2414;0.14555;AMARELA;668;;0;;REAPLICACAO_PPL;ENEM_2020_P2_CAD_05_DIA_2_AMARELO.pdf;Querendo reduzir custos na limpeza da área de estacionamento de um prédio, o síndico resolveu comprar uma lavadora de alta pressão. Sabe-se que, na utilização desse equipamento, o consumo de água é menor, entretanto, existe o gasto com energia elétrica. O síndico coletou os dados de cinco modelos de lavadora com mesmo preço, e cujos consumos de água e de energia são os fornecidos no quadro. Consumo de Modelo de Gasto médio de energia em uma lavadora água (litro/hora) hora (kWh) 350 1,3 $\frac{I}{II}$ 264 2,0 III 320 1,5 300 1,7 $\frac{IV}{V}$ 276 1,8 As tarifas de água e de energia elétrica são, respectivamente, R$ 0,0025 por litro de água e R$ 0,30 por quilowatt-hora. O modelo de lavadora que o síndico deve adquirir para gastar menos com a limpeza do estacionamento é;I.;II.;III.;IV.;V.;0
2020;146;MT;83740;C;2;0;;1.53109;3.05909;0.26536;AMARELA;668;;0;;REAPLICACAO_PPL;ENEM_2020_P2_CAD_05_DIA_2_AMARELO.pdf;O governador de um estado propõe a ampliação de investimentos em segurança no transporte realizado por meio de trens. Um estudo para um projeto de lei prevê que se tenha a presença de três agentes mulheres, distribuídas entre os 6 vagões de uma composição, de forma que duas dessas agentes não estejam em vagões adjacentes, garantindo assim maior segurança aos usuários. Disponível em: www.sisgraph.com.br. Acesso em: 29 jan. 2015 (adaptado). A expressão que representa a quantidade de maneiras distintas das três agentes serem distribuídas nos vagões é;$C^{3} 3!$;$C_{6}$;$C^{3} \times 3!$;$A_{6}$;$A^{3} \times 3!$;0
2020;160;MT;85053;A;29;0;;0.93375;1.1092;0.07392;AMARELA;588;;0;;REGULAR;ENEM_2020_P1_CAD_05_DIA_2_AMARELO.pdf;"Suponha que uma equipe de corrida de automóveis disponha de cinco tipos de pneu (I, II, III, IV, V), em que o fator de eficiência climática EC (índice que fornece o comportamento do pneu em uso, dependendo do clima) é apresentado: \bullet EC do pneu I: com chuva 6, sem chuva 3; \bullet EC do pneu II: com chuva 7, sem chuva −4; \bullet EC do pneu III: com chuva −2, sem chuva 10; \bullet EC do pneu IV: com chuva 2, sem chuva 8; \bullet EC do pneu V: com chuva −6, sem chuva 7. O coeficiente de rendimento climático (CRC) de um pneu é calculado como a soma dos produtos dos fatores de EC, com ou sem chuva, pelas correspondentes probabilidades de se ter tais condições climáticas: ele é utilizado para determinar qual pneu deve ser selecionado para uma dada corrida, escolhendo-se o pneu que apresentar o maior CRC naquele dia. No dia de certa corrida, a probabilidade de chover era de 70% e o chefe da equipe calculou o CRC de cada um dos cinco tipos de pneu. O pneu escolhido foi";I.;II.;III.;IV.;V.;0
2020;156;MT;97008;A;13;0;;1.2573;1.17115;0.13868;AMARELA;668;;0;;REAPLICACAO_PPL;ENEM_2020_P2_CAD_05_DIA_2_AMARELO.pdf;Um fazendeiro precisava de 1 L de certo produto fabricado por três indústrias distintas. \bullet A indústria I comercializa o produto em embalagens de 250 mL por R$ 23,00 cada. \bullet A indústria II comercializa o produto em embalagens de 8 fl oz (onça fluida) por R$ 18,50 cada. \bullet A indústria III comercializa o produto em embalagens de 1 L por R$ 93,00 cada. O fazendeiro conseguiu adquirir a quantidade necessária do produto de que precisava, de uma única indústria, gastando o menor valor possível nessa compra. Considere que 1 L seja equivalente a 33,81 fl oz. Nessas condições, a quantidade de embalagens e a respectiva indústria onde a compra foi realizada foram;quatro da indústria I.;cinco da indústria I.;quatro da indústria II.;cinco da indústria II.;uma da indústria III.;0
2020;137;MT;111733;E;9;0;;1.8602;2.56084;0.10774;AMARELA;668;;0;;REAPLICACAO_PPL;ENEM_2020_P2_CAD_05_DIA_2_AMARELO.pdf;"Pretende-se comprar uma mesa capaz de acomodar 6 pessoas, de modo que, assentadas em torno da mesa, cada pessoa disponha de, pelo menos, 60 cm de espaço livre na borda do tampo da mesa, que deverá ter a menor área possível. Na loja visitada há mesas com tampos nas formas e dimensões especificadas: \bullet Mesa I: hexágono regular, com lados medindo 60 cm; \bullet Mesa II: retângulo, com lados medindo 130 cm e 60 cm; \bullet Mesa III: retângulo, com lados medindo 120 cm e 60 cm; \bullet Mesa IV: quadrado, com lados medindo 60 cm; \bullet Mesa V: triângulo equilátero, com lados medindo 120 cm. A mesa que atende aos critérios especificados é a";I.;II.;III.;IV.;V.;0
2021;151;MT;117832;D;12;0;;2.72456;2.09992;0.08091;AMARELA;900;;;;REGULAR;ENEM_2021_P1_CAD_05_DIA_2_AMARELO.pdf;Um automóvel apresenta um desempenho médio de 16 km/L. Um engenheiro desenvolveu um novo motor a combustão que economiza, em relação ao consumo do motor anterior, 0,1 L de combustível a cada 20 km percorridos. O valor do desempenho médio do automóvel com o novo motor, em quilômetro por litro, expresso com uma casa decimal, é;15,9.;16,1.;16,4.;17,4.;18,0.;0
2021;157;MT;59786;B;16;0;;2.1684;2.3852;0.14308;AMARELA;900;;;;REGULAR;ENEM_2021_P1_CAD_05_DIA_2_AMARELO.pdf;Para realizar um voo entre duas cidades que distam 2 000 km uma da outra, uma companhia aérea utilizava um modelo de aeronave A, capaz de transportar até 200 passageiros. Quando uma dessas aeronaves está lotada de passageiros, o consumo de combustível \pi de 0,02 litro por quilômetro e por passageiro. Essa companhia resolveu trocar o modelo de aeronave A pelo modelo de aeronave B, que é capaz de transportar 10% de passageiros a mais do que o modelo A, mas consumindo 10% menos combustível por quilômetro e por passageiro. A quantidade de combustível consumida pelo modelo de aeronave B, em relação à do modelo de aeronave A, em um voo lotado entre as duas cidades, é;10% menor.;1% menor.;igual.;1% maior.;11% maior.;0
2021;177;MT;117731;B;30;0;;3.77336;2.88467;0.17343;AMARELA;900;;;;REGULAR;ENEM_2021_P1_CAD_05_DIA_2_AMARELO.pdf;O organizador de uma competição de lançamento de dardos pretende tornar o campeonato mais competitivo. Pelas regras atuais da competição, numa rodada, o jogador lança 3 dardos e pontua caso acerte pelo menos um deles no alvo. O organizador considera que, em média, os jogadores têm, em cada lançamento, $\frac{1}{2}$ de probabilidade de acertar um dardo no alvo. A fim de tornar o jogo mais atrativo, planeja modificar as regras de modo que a probabilidade de um jogador pontuar em uma rodada seja igual ou superior a $\frac{9}{10}$. Para isso, decide aumentar a quantidade de dardos a serem lançados em cada rodada. Com base nos valores considerados pelo organizador da competição, a quantidade mínima de dardos que devem ser disponibilizados em uma rodada para tornar o jogo mais atrativo é;2.;4.;6.;9.;10.;0
2021;155;MT;22976;B;16;0;;1.65782;1.42176;0.13452;AMARELA;980;;;;REAPLICACAO_PPL;ENEM_2021_P2_CAD_05_DIA_2_AMARELO.pdf;Uma operadora de telefonia oferece cinco planos de serviços. Em cada plano, para cada mês, o cliente paga um valor V que lhe dá direito a telefonar por M minutos para clientes da mesma operadora. Quando a duração total das chamadas para clientes da mesma operadora excede M minutos, é cobrada uma tarifa T1 por cada minuto excedente nesse tipo de chamada. Além disso, é cobrado um valor T2, por minuto, nas chamadas para clientes de outras operadoras, independentemente do fato de os M minutos terem ou não sido usados. A tabela apresenta o valor de V, M, T1 e T2 para cada um dos cinco planos. V M T1 T2 Plano R$ 25,00 20 min R$ 1,50/min R$ 2,00/min A Plano R$ 60,00 65 min R$ 1,00/min R$ 1,20/min B Plano R$ 60,00 75 min R$ 1,00/min R$ 1,50/min C Plano R$ 120,00 160 min R$ 0,80/min R$ 0,90/min D Plano R$ 120,00 180 min R$ 0,80/min R$ 1,20/min E Se um cliente dessa operadora planeja telefonar durante 75 minutos para amigos da mesma operadora e 50 minutos para amigos de outras operadoras, o plano que ele deverá escolher, a fim de pagar menos, \pi o;Plano A.;Plano B.;Plano C.;Plano D.;Plano E.;0
2021;159;MT;15443;B;19;0;;2898;1992;97;AMARELA;980;;;;REAPLICACAO_PPL;ENEM_2021_P2_CAD_05_DIA_2_AMARELO.pdf;Um diretor esportivo organiza um campeonato no qual haverá disputa de times em turno e returno, isto é, cada time jogará duas vezes com todos os outros, totalizando 380 partidas a serem disputadas. A quantidade de times (x) que faz parte desse campeonato pode ser calculada pela equação;$x = 380 - x^{2}$;$x^{2} - x = 380$;$x^{2} = 380$;2x - x = 380;2x = 380;0
2021;163;MT;12864;D;21;0;;3.36696;2.4306;0.15534;AMARELA;980;;;;REAPLICACAO_PPL;ENEM_2021_P2_CAD_05_DIA_2_AMARELO.pdf;"A massa de um tanque de combustível depende: I. da quantidade de combustível nesse tanque; II. do tipo de combustível que se utiliza no momento; III. da massa do tanque quando está vazio. Sabe-se que um tanque tem massa igual a 33 kg quando está cheio de gasolina, 37 kg quando está cheio de etanol e que a densidade da gasolina é sete oitavos da densidade do etanol. Qual é a massa, em quilograma, do tanque vazio?";1;3,5;4;5;9;0
2021;171;MT;117753;C;26;0;;1.25152;2.07492;0.15887;AMARELA;980;;;;REAPLICACAO_PPL;ENEM_2021_P2_CAD_05_DIA_2_AMARELO.pdf;Um nutricionista preparou cinco opções de dieta para seus clientes. A quantidade de calorias, em quilocaloria, de cada dieta \pi apresentada no quadro, em função de três componentes básicos: proteínas, carboidratos e suplementos. Proteínas Carboidratos Suplementos Dieta (kcal) (kcal) (kcal) $\frac{I}{II}\frac{66}{57}\frac{42}{42}\frac{87}{105}$ III $\frac{63}{66}\frac{39}{48}\frac{96}{84}$ $\frac{IV}{V}$ 69 36 93 Como um de seus clientes apresentou muita redução de massa corporal, o nutricionista recomendou que ele escolhesse uma das cinco dietas do quadro e quadruplicasse a quantidade de proteínas, triplicasse a quantidade de carboidratos e duplicasse a quantidade de suplementos recomendadas pela dieta escolhida. O cliente seguirá a recomendação do nutricionista, mas deseja escolher a dieta na qual ele consumirá a menor quantidade de calorias dentre as opções disponíveis. O cliente deverá escolher a dieta;I.;II.;III.;IV.;V.;0
2021;180;MT;47348;E;18;0;;2.8951;1.31087;0.2017;AMARELA;980;;;;REAPLICACAO_PPL;ENEM_2021_P2_CAD_05_DIA_2_AMARELO.pdf;Uma loja que vende tintas tem uma máquina que efetua misturas de variadas cores para obter diferentes tonalidades. Um cliente havia comprado 7 litros de tinta de uma tonalidade, proveniente da mistura das cores verde e branco, na proporção de 5 para 2, respectivamente. Tendo sido insuficiente a quantidade de tinta comprada, o cliente retorna à loja para comprar mais 3,5 litros da mesma mistura de tintas, com a mesma tonalidade que havia comprado anteriormente. A quantidade de tinta verde, em litro, que o funcionário dessa loja deverá empregar na mistura com a tinta branca para conseguir a mesma tonalidade obtida na primeira compra é;1,4.;1,5.;1,7.;2,3.;2,5.;0
2022;136;MT;32369;D;30;0;;3.12341;2.40384;0.16659;AMARELA;1076;;0;;REGULAR;ENEM_2022_P1_CAD_05_DIA_2_AMARELO.pdf;Em uma universidade, atuam professores que estão enquadrados funcionalmente pela sua maior titulação: mestre ou doutor. Nela há, atualmente, 60 mestres e 40 doutores. Os salários mensais dos professores mestres e dos doutores são, respectivamente, R$ 8 000,00 e R$ 12 000,00. A diretoria da instituição pretende proporcionar um aumento salarial diferenciado para o ano seguinte, de tal forma que o salário médio mensal dos professores dessa instituição não ultrapasse R$ 12 240,00. A universidade já estabeleceu que o aumento salarial será de 25% para os mestres e precisa ainda definir o percentual de reajuste para os doutores. Mantido o número atual de professores com suas atuais titulações, o aumento salarial, em porcentagem, a ser concedido aos doutores deverá ser de, no máximo,;14,4.;20,7.;22,0.;30,0.;37,5.;0
2022;176;MT;53461;C;23;0;;2.67778;2.3731;0.20523;AMARELA;1076;;0;;REGULAR;ENEM_2022_P1_CAD_05_DIA_2_AMARELO.pdf;"Ao analisar os dados de uma epidemia em uma cidade, peritos obtiveram um modelo que avalia a quantidade de pessoas infectadas a cada mês, ao longo de um ano. O modelo é dado por p(t) = −t ^{2} + 10t + 24, sendo t um número natural, variando de 1 a 12, que representa os meses do ano, e p(t) a quantidade de pessoas infectadas no mês t do ano. Para tentar diminuir o número de infectados no próximo ano, a Secretaria Municipal de Saúde decidiu intensificar a propaganda oficial sobre os cuidados com a epidemia. Foram apresentadas cinco propostas (I, II, III, IV e V), com diferentes períodos de intensificação das propagandas: \bullet I: 1 \le t \le 2; \bullet II: 3 \le t \le 4; \bullet III: 5 \le t \le 6; \bullet IV: 7 \le t \le 9; \bullet V: 10 \le t \le 12. A sugestão dos peritos é que seja escolhida a proposta cujo período de intensificação da propaganda englobe o mês em que, segundo o modelo, há a maior quantidade de infectados. A sugestão foi aceita. A proposta escolhida foi a";I.;II.;III.;IV.;V.;0
2022;173;MT;111738;B;27;0;;2.64614;2.2135;0.24887;AMARELA;1076;;0;;REGULAR;ENEM_2022_P1_CAD_05_DIA_2_AMARELO.pdf;Uma das informações que pode auxiliar no dimensionamento do número de pediatras que devem atender em uma Unidade Básica de Saúde (UBS) é o número que representa a mediana da quantidade de crianças por família existente na região sob sua responsabilidade. O quadro mostra a distribuição das frequências do número de crianças por família na região de responsabilidade de uma UBS. Número de crianças Frequência por família 0 100 1 400 2 200 3 150 4 100 5 50 O número que representa a mediana da quantidade de crianças por família nessa região é;1,0.;1,5.;1,9.;2,1.;2,5.;0
2022;172;MT;61248;D;15;0;;2.61757;2.2515;0.1851;AMARELA;1076;;0;;REGULAR;ENEM_2022_P1_CAD_05_DIA_2_AMARELO.pdf;A luminosidade L de uma estrela está relacionada com o raio R e com a temperatura T dessa estrela segundo a Lei de Stefan-Boltzmann: L = c \cdot R ^{2 }\cdotT ^{4}, em que c é uma constante igual para todas as estrelas. Disponível em: http://ciencia.hsw.uol.com.br. Acesso em: 22 nov. 2013 (adaptado). Considere duas estrelas E e F, sendo que a estrela E tem metade do raio da estrela F e o dobro da temperatura de F. Indique por L e L suas respectivas luminosidades. E F A relação entre as luminosidades dessas duas estrelas é dada por;$L_{E} =\frac{L_{F}}{2}$;$L_{E} =\frac{L_{F}}{4}$;L = L E F;L = 4L;F E L = 8L E F;0
2022;170;MT;30053;C;17;0;;1.73381;2.02109;0.14967;AMARELA;1076;;0;;REGULAR;ENEM_2022_P1_CAD_05_DIA_2_AMARELO.pdf;Um médico faz o acompanhamento clínico de um grupo de pessoas que realizam atividades físicas diariamente. Ele observou que a perda média de massa dessas pessoas para cada hora de atividade física era de 1,5 kg. Sabendo que a massa de 1 L de água é de 1 kg, ele recomendou que ingerissem, ao longo das 3 horas seguintes ao final da atividade, uma quantidade total de água correspondente a 40% a mais do que a massa perdida na atividade física, para evitar desidratação. Seguindo a recomendação médica, uma dessas pessoas ingeriu, certo dia, um total de 1,7 L de água após terminar seus exercícios físicos. Para que a recomendação médica tenha efetivamente sido respeitada, a atividade física dessa pessoa, nesse dia, durou;30 minutos ou menos.;mais de 35 e menos de 45 minutos.;mais de 45 e menos de 55 minutos.;mais de 60 e menos de 70 minutos.;70 minutos ou mais.;0
2022;169;MT;14797;D;8;0;;2.93886;2.57768;0.12028;AMARELA;1076;;0;;REGULAR;ENEM_2022_P1_CAD_05_DIA_2_AMARELO.pdf;Peças metálicas de aeronaves abandonadas em aeroportos serão recicladas. Uma dessas peças é maciça e tem o formato cilíndrico, com a medida do raio da base igual a 4 cm e a da altura igual a 50 cm. Ela será derretida, e o volume de metal resultante será utilizado para a fabricação de esferas maciças com diâmetro de 1 cm, a serem usadas para confeccionar rolamentos. Para estimar a quantidade de esferas que poderão ser produzidas a partir de cada uma das peças cilíndricas, admite-se que não ocorre perda de material durante o processo de derretimento. Quantas dessas esferas poderão ser obtidas a partir de cada peça cilíndrica?;800;1 200;2 400;4 800;6 400;0
2022;168;MT;30327;D;25;0;;2.81078;0.63977;0.16335;AMARELA;1076;;0;;REGULAR;ENEM_2022_P1_CAD_05_DIA_2_AMARELO.pdf;Uma instituição de ensino superior ofereceu vagas em um processo seletivo de acesso a seus cursos. Finalizadas as inscrições, foi divulgada a relação do número de candidatos por vaga em cada um dos cursos oferecidos. Esses dados são apresentados no quadro. Número Número Curso de vagas de candidatos oferecidas por vaga Administração 30 6 Ciências Contábeis 40 6 Engenharia Elétrica 50 7 História 30 8 Letras 25 4 Pedagogia 25 5 Qual foi o número total de candidatos inscritos nesse processo seletivo?;200;400;1 200;1 235;7 200;0
